ID,Qyteti,Klienti,Gjinia,Kategoria e produktit,Sasia,Data,Koha,Menyra e pageses,Te ardhura bruto,Vleresimi
656-16-1063,Durres,Normal,Mashkull,Shendeti dhe bukuria,3,1/4/2021,13:24,Karte krediti,696.30 Lek,4.4
891-58-8335,Durres,Anetar,Femer,Shendeti dhe bukuria,7,3/11/2021,15:53,Para ne dore,1036.35 Lek,6.5
802-43-8934,Tirane,Normal,Mashkull,BIO-Organic,1,3/22/2021,15:05,Karte krediti,91.40 Lek,8.3
560-30-5617,Durres,Normal,Femer,Shendeti dhe bukuria,5,3/24/2021,18:27,Para ne dore,619.25 Lek,8.5
319-74-2561,Tirane,Anetar,Femer,Ushqime te thata dhe pije,3,2/21/2021,16:55,Para ne dore,1419.60 Lek,5.5
549-03-9315,Durres,Normal,Mashkull,Tekstile,8,2/12/2021,12:58,Para ne dore,3794.80 Lek,8.7
790-29-1172,Durres,Normal,Femer,Shtepia dhe stili i jeteses,3,3/10/2021,18:59,Karte krediti,860.10 Lek,7.9
239-36-3640,Durres,Normal,Mashkull,Ushqime te thata dhe pije,6,1/31/2021,13:44,Para ne dore,1360.50 Lek,6.1
468-01-2051,Durres,Normal,Mashkull,Shtepia dhe stili i jeteses,7,3/6/2021,13:46,Para ne dore,2172.80 Lek,5.4
389-25-3394,Vlore,Normal,Mashkull,Ushqime te thata dhe pije,5,2/17/2021,18:06,Para ne dore,295.25 Lek,9.4
279-62-1445,Vlore,Anetar,Femer,Tekstile,1,2/21/2021,12:38,Para ne dore,62.70 Lek,8.2
213-72-6612,Tirane,Normal,Mashkull,Shtepia dhe stili i jeteses,2,3/20/2021,15:56,Para ne dore,432.50 Lek,6.2
746-68-6593,Vlore,Anetar,Femer,Shendeti dhe bukuria,2,1/11/2021,14:29,Karte krediti,871.60 Lek,9.7
836-82-5858,Durres,Anetar,Mashkull,Sport dhe udhetime,9,1/26/2021,19:14,Para ne dore,3121.65 Lek,4
583-72-1480,Vlore,Anetar,Mashkull,Ushqime te thata dhe pije,4,1/31/2021,16:24,Para ne dore,741.20 Lek,9.7
466-61-5506,Durres,Anetar,Femer,Ushqime te thata dhe pije,6,2/26/2021,10:52,Para ne dore,2721.00 Lek,5.3
721-86-6247,Tirane,Normal,Femer,BIO-Organic,8,3/11/2021,12:55,Para ne dore,2536.80 Lek,7.4
289-65-5721,Durres,Normal,Femer,Tekstile,2,1/26/2021,19:28,Para ne dore,813.70 Lek,6.5
545-46-3100,Durres,Anetar,Femer,Ushqime te thata dhe pije,3,3/12/2021,13:52,Karte krediti,158.85 Lek,8.7
418-02-5978,Durres,Normal,Femer,Sport dhe udhetime,9,2/11/2021,10:54,Para ne dore,3784.05 Lek,8
269-04-5750,Durres,Anetar,Mashkull,Tekstile,4,2/21/2021,18:31,Para ne dore,1476.40 Lek,6.7
157-13-5295,Tirane,Anetar,Mashkull,Sport dhe udhetime,10,3/9/2021,18:24,Para ne dore,2597.00 Lek,6.5
645-78-8093,Tirane,Normal,Femer,Shendeti dhe bukuria,2,1/20/2021,18:09,Para ne dore,931.40 Lek,4.1
211-30-9270,Vlore,Normal,Mashkull,Sport dhe udhetime,5,1/28/2021,15:16,Karte krediti,435.25 Lek,4.9
755-12-3214,Vlore,Anetar,Femer,Tekstile,5,3/5/2021,17:07,Karte krediti,1105.50 Lek,8.6
346-84-3103,Durres,Anetar,Femer,Ushqime te thata dhe pije,5,3/2/2021,19:26,Para ne dore,330.50 Lek,4.3
478-06-7835,Tirane,Normal,Mashkull,Tekstile,1,1/11/2021,11:20,Para ne dore,448.45 Lek,4.9
540-11-4336,Tirane,Normal,Mashkull,Shtepia dhe stili i jeteses,9,1/11/2021,16:49,Karte krediti,1122.30 Lek,5.6
448-81-5016,Tirane,Normal,Mashkull,Sport dhe udhetime,2,3/11/2021,12:01,Karte krediti,597.70 Lek,5.8
142-72-4741,Vlore,Anetar,Mashkull,Tekstile,2,2/28/2021,18:37,Karte krediti,932.00 Lek,6
217-58-1179,Tirane,Anetar,Mashkull,BIO-Organic,4,1/5/2021,11:25,Para ne dore,1253.00 Lek,4.2
376-02-8238,Durres,Normal,Mashkull,BIO-Organic,8,2/2/2021,18:42,Karte krediti,3754.80 Lek,8.3
530-90-9855,Tirane,Anetar,Mashkull,BIO-Organic,8,1/1/2021,14:47,Para ne dore,1903.60 Lek,5.7
866-05-7563,Durres,Anetar,Femer,Ushqime te thata dhe pije,3,2/9/2021,19:43,Para ne dore,1221.00 Lek,4.8
604-70-6476,Tirane,Anetar,Mashkull,Tekstile,5,1/23/2021,14:04,Para ne dore,448.50 Lek,6.8
799-71-1548,Tirane,Anetar,Mashkull,Ushqime te thata dhe pije,4,1/7/2021,16:11,Karte krediti,1554.40 Lek,8.8
785-13-7708,Durres,Normal,Mashkull,Shtepia dhe stili i jeteses,7,1/14/2021,19:06,Karte krediti,2557.10 Lek,4.2
845-51-0542,Durres,Anetar,Mashkull,Shtepia dhe stili i jeteses,9,2/2/2021,15:34,Para ne dore,2094.75 Lek,6.4
662-47-5456,Vlore,Anetar,Mashkull,Tekstile,10,3/17/2021,19:06,Karte krediti,1759.50 Lek,8.4
883-17-4236,Vlore,Normal,Femer,Shendeti dhe bukuria,2,3/2/2021,19:44,Karte krediti,143.90 Lek,7.2
290-68-2984,Tirane,Normal,Mashkull,BIO-Organic,4,3/16/2021,11:22,Para ne dore,475.00 Lek,5.2
704-11-6354,Tirane,Anetar,Mashkull,BIO-Organic,8,1/6/2021,11:23,Para ne dore,2356.00 Lek,8.9
110-48-7033,Durres,Anetar,Mashkull,Tekstile,4,1/29/2021,14:12,Para ne dore,652.40 Lek,9
366-93-0948,Tirane,Anetar,Mashkull,Ushqime te thata dhe pije,1,1/31/2021,10:46,Karte krediti,331.75 Lek,9.7
729-09-9681,Tirane,Anetar,Mashkull,BIO-Organic,6,2/5/2021,10:16,Para ne dore,777.30 Lek,8.7
151-16-1484,Tirane,Anetar,Mashkull,Ushqime te thata dhe pije,4,2/13/2021,12:38,Para ne dore,645.00 Lek,6.5
380-94-4661,Vlore,Anetar,Mashkull,Ushqime te thata dhe pije,4,2/7/2021,13:05,Karte krediti,1318.80 Lek,6.9
850-41-9669,Tirane,Normal,Femer,Ushqime te thata dhe pije,9,3/19/2021,13:25,Para ne dore,3377.70 Lek,6.2
821-07-3596,Vlore,Normal,Femer,Tekstile,4,3/7/2021,14:53,Para ne dore,329.00 Lek,5.6
655-85-5130,Durres,Anetar,Femer,Tekstile,4,3/13/2021,19:22,Para ne dore,766.00 Lek,5.7
447-15-7839,Tirane,Anetar,Femer,Shendeti dhe bukuria,10,2/9/2021,11:00,Para ne dore,1112.00 Lek,4.2
154-74-7179,Durres,Normal,Mashkull,Shendeti dhe bukuria,1,2/26/2021,19:24,Para ne dore,272.25 Lek,7.9
253-12-6086,Tirane,Anetar,Femer,Shendeti dhe bukuria,7,3/12/2021,12:43,Karte krediti,3444.00 Lek,8.7
808-65-0703,Vlore,Normal,Mashkull,BIO-Organic,4,3/14/2021,17:22,Karte krediti,709.40 Lek,6.9
571-94-0759,Durres,Anetar,Femer,Shtepia dhe stili i jeteses,10,1/8/2021,20:55,Para ne dore,3730.00 Lek,9.5
144-51-6085,Tirane,Anetar,Mashkull,BIO-Organic,4,1/5/2021,16:05,Karte krediti,1414.80 Lek,4.4
731-14-2199,Tirane,Anetar,Femer,BIO-Organic,10,1/4/2021,13:34,Para ne dore,1777.00 Lek,7
783-09-1637,Durres,Normal,Femer,Shendeti dhe bukuria,5,3/6/2021,18:13,Para ne dore,1685.75 Lek,6.3
687-15-1097,Vlore,Anetar,Femer,Sport dhe udhetime,2,1/3/2021,19:17,Para ne dore,211.20 Lek,9.7
126-54-1082,Tirane,Anetar,Femer,BIO-Organic,9,1/7/2021,11:44,Karte krediti,969.30 Lek,8.8
633-91-1052,Tirane,Normal,Femer,BIO-Organic,2,1/27/2021,15:51,Para ne dore,120.30 Lek,5.1
477-24-6490,Durres,Normal,Femer,Sport dhe udhetime,6,2/26/2021,16:52,Para ne dore,2991.30 Lek,7.9
566-19-5475,Durres,Normal,Mashkull,Tekstile,7,1/7/2021,20:52,Para ne dore,1678.95 Lek,6.2
526-86-8552,Vlore,Anetar,Femer,BIO-Organic,10,1/7/2021,17:36,Para ne dore,1091.00 Lek,7.1
376-56-3573,Vlore,Normal,Femer,Tekstile,4,2/2/2021,13:23,Para ne dore,1908.40 Lek,6.4
537-72-0426,Vlore,Anetar,Mashkull,Tekstile,10,3/20/2021,16:28,Para ne dore,3549.50 Lek,5.7
828-61-5674,Tirane,Anetar,Mashkull,Shendeti dhe bukuria,10,3/20/2021,19:57,Karte krediti,2201.00 Lek,9.6
136-08-6195,Tirane,Normal,Femer,BIO-Organic,8,2/15/2021,17:01,Karte krediti,2798.40 Lek,6.4
523-38-0215,Vlore,Normal,Mashkull,BIO-Organic,1,3/6/2021,13:29,Karte krediti,185.00 Lek,7.9
490-29-1201,Tirane,Normal,Femer,Shendeti dhe bukuria,1,1/6/2021,11:09,Para ne dore,76.70 Lek,6.5
667-92-0055,Tirane,Anetar,Mashkull,Sport dhe udhetime,6,3/4/2021,15:02,Para ne dore,2994.90 Lek,8.5
565-17-3836,Tirane,Anetar,Femer,Sport dhe udhetime,4,3/12/2021,14:21,Para ne dore,953.40 Lek,9.1
498-41-1961,Durres,Normal,Mashkull,Sport dhe udhetime,5,2/20/2021,18:01,Para ne dore,1667.00 Lek,7.6
593-95-4461,Vlore,Anetar,Mashkull,BIO-Organic,1,3/24/2021,14:49,Para ne dore,374.30 Lek,6.9
226-71-3580,Vlore,Normal,Femer,Shendeti dhe bukuria,9,1/31/2021,12:02,Para ne dore,1068.75 Lek,9.5
283-79-9594,Durres,Normal,Femer,Shtepia dhe stili i jeteses,7,1/25/2021,13:30,Karte krediti,1697.85 Lek,5.2
430-60-3493,Tirane,Anetar,Femer,BIO-Organic,7,2/3/2021,14:38,Para ne dore,3320.80 Lek,4.2
139-20-0155,Durres,Anetar,Mashkull,Ushqime te thata dhe pije,10,1/24/2021,17:37,Karte krediti,2015.00 Lek,7
558-80-4082,Vlore,Normal,Mashkull,Ushqime te thata dhe pije,7,3/14/2021,17:20,Para ne dore,974.75 Lek,6
278-97-7759,Tirane,Anetar,Femer,Ushqime te thata dhe pije,1,2/18/2021,20:29,Para ne dore,312.40 Lek,4.7
316-68-6352,Tirane,Anetar,Femer,Shtepia dhe stili i jeteses,2,1/21/2021,10:00,Para ne dore,363.60 Lek,7.1
585-03-5943,Durres,Normal,Mashkull,Sport dhe udhetime,10,3/13/2021,11:46,Para ne dore,905.50 Lek,5.9
211-05-0490,Vlore,Anetar,Femer,Ushqime te thata dhe pije,5,3/3/2021,13:42,Para ne dore,1298.00 Lek,7.5
727-75-6477,Vlore,Normal,Mashkull,Ushqime te thata dhe pije,4,3/29/2021,14:44,Para ne dore,576.80 Lek,6.4
744-02-5987,Tirane,Anetar,Mashkull,BIO-Organic,6,1/10/2021,14:16,Para ne dore,2351.40 Lek,5.8
307-83-9164,Tirane,Anetar,Mashkull,BIO-Organic,4,1/25/2021,15:54,Para ne dore,1200.20 Lek,4.5
779-06-0012,Vlore,Anetar,Femer,BIO-Organic,1,1/19/2021,10:21,Para ne dore,443.05 Lek,7.7
446-47-6729,Vlore,Normal,Mashkull,Tekstile,2,1/2/2021,18:09,Karte krediti,998.20 Lek,6.7
573-10-3877,Durres,Anetar,Mashkull,Sport dhe udhetime,1,3/12/2021,16:46,Karte krediti,195.05 Lek,4.7
735-06-4124,Vlore,Normal,Mashkull,Shtepia dhe stili i jeteses,1,2/25/2021,15:31,Para ne dore,243.05 Lek,4.4
439-54-7422,Tirane,Normal,Femer,Ushqime te thata dhe pije,4,3/18/2021,17:15,Karte krediti,1023.80 Lek,4.7
396-90-2219,Durres,Normal,Femer,Ushqime te thata dhe pije,8,2/23/2021,12:29,Para ne dore,598.40 Lek,8.6
411-77-0180,Tirane,Anetar,Mashkull,Ushqime te thata dhe pije,7,3/26/2021,20:14,Para ne dore,2527.00 Lek,4.3
286-01-5402,Tirane,Normal,Femer,Shendeti dhe bukuria,7,3/30/2021,13:22,Para ne dore,1408.05 Lek,9.6
803-17-8013,Tirane,Anetar,Femer,BIO-Organic,8,2/17/2021,17:09,Para ne dore,3551.60 Lek,4.1
512-98-1403,Tirane,Anetar,Femer,Ushqime te thata dhe pije,3,3/21/2021,10:40,Para ne dore,397.20 Lek,4.7
848-42-2560,Tirane,Normal,Femer,Tekstile,2,3/5/2021,17:43,Para ne dore,819.10 Lek,7.8
532-59-7201,Durres,Anetar,Mashkull,Shendeti dhe bukuria,6,1/31/2021,14:04,Para ne dore,2397.90 Lek,5.5
181-94-6432,Vlore,Anetar,Mashkull,Tekstile,2,2/5/2021,19:05,Para ne dore,693.30 Lek,9.7
870-76-1733,Tirane,Anetar,Femer,Shtepia dhe stili i jeteses,5,2/1/2021,10:08,Karte krediti,355.75 Lek,4.4
423-64-4619,Tirane,Anetar,Femer,Sport dhe udhetime,9,3/7/2021,13:12,Para ne dore,699.75 Lek,5
227-07-4446,Vlore,Anetar,Femer,Ushqime te thata dhe pije,10,2/10/2021,20:51,Para ne dore,3906.50 Lek,4.4
174-36-3675,Vlore,Anetar,Mashkull,Shtepia dhe stili i jeteses,2,2/14/2021,17:29,Para ne dore,993.70 Lek,5.2
428-83-5800,Vlore,Anetar,Femer,Shtepia dhe stili i jeteses,3,2/9/2021,10:25,Para ne dore,316.20 Lek,7.3
603-07-0961,Vlore,Anetar,Mashkull,Ushqime te thata dhe pije,5,1/10/2021,11:34,Para ne dore,1869.75 Lek,4.9
704-20-4138,Vlore,Anetar,Femer,Sport dhe udhetime,7,3/11/2021,18:58,Karte krediti,1038.45 Lek,8.1
787-15-1757,Vlore,Anetar,Mashkull,Sport dhe udhetime,4,2/18/2021,16:28,Para ne dore,881.40 Lek,8.4
649-11-3678,Vlore,Normal,Femer,Shtepia dhe stili i jeteses,9,2/26/2021,20:26,Para ne dore,1031.85 Lek,5.5
622-20-1945,Vlore,Normal,Femer,Sport dhe udhetime,1,1/18/2021,15:08,Para ne dore,197.10 Lek,8.4
372-94-8041,Tirane,Normal,Mashkull,Sport dhe udhetime,6,2/15/2021,18:03,Para ne dore,457.80 Lek,9.8
563-91-7120,Tirane,Normal,Femer,Tekstile,5,3/8/2021,13:21,Para ne dore,1544.25 Lek,6.7
746-54-5508,Tirane,Normal,Mashkull,BIO-Organic,6,1/17/2021,12:48,Karte krediti,645.60 Lek,9.4
276-54-0879,Durres,Normal,Mashkull,Shendeti dhe bukuria,4,3/12/2021,19:53,Para ne dore,1954.80 Lek,6.4
815-11-1168,Tirane,Anetar,Mashkull,Shtepia dhe stili i jeteses,5,3/9/2021,19:09,Para ne dore,2494.50 Lek,5.4
719-76-3868,Vlore,Anetar,Mashkull,Shtepia dhe stili i jeteses,4,3/12/2021,16:30,Para ne dore,1885.20 Lek,8.6
730-61-8757,Durres,Anetar,Mashkull,Sport dhe udhetime,4,1/25/2021,10:11,Karte krediti,1022.60 Lek,4
340-66-0321,Tirane,Anetar,Mashkull,Ushqime te thata dhe pije,4,3/25/2021,13:07,Para ne dore,727.20 Lek,7.6
868-81-1752,Durres,Normal,Mashkull,BIO-Organic,9,2/7/2021,18:48,Para ne dore,990.90 Lek,6.8
634-97-8956,Tirane,Normal,Mashkull,Shtepia dhe stili i jeteses,3,2/17/2021,17:27,Karte krediti,493.50 Lek,9.1
566-71-1091,Tirane,Normal,Mashkull,Tekstile,5,2/3/2021,15:59,Para ne dore,1925.50 Lek,5.5
442-48-3607,Tirane,Anetar,Mashkull,Shtepia dhe stili i jeteses,2,3/14/2021,11:21,Karte krediti,234.80 Lek,7.9
835-16-0096,Vlore,Anetar,Mashkull,Shendeti dhe bukuria,5,3/24/2021,13:48,Para ne dore,367.50 Lek,8.5
527-09-6272,Tirane,Anetar,Femer,Ushqime te thata dhe pije,5,3/21/2021,10:17,Karte krediti,711.25 Lek,9.1
898-04-2717,Tirane,Normal,Mashkull,Tekstile,9,3/19/2021,15:49,Para ne dore,3438.00 Lek,7.5
692-27-8933,Durres,Normal,Femer,Shendeti dhe bukuria,6,2/24/2021,13:02,Para ne dore,1738.50 Lek,5.2
633-09-3463,Vlore,Normal,Femer,Ushqime te thata dhe pije,3,3/28/2021,12:58,Karte krediti,714.75 Lek,9.5
374-17-3652,Durres,Anetar,Femer,Shtepia dhe stili i jeteses,9,2/5/2021,15:26,Karte krediti,1926.90 Lek,8.9
378-07-7001,Durres,Anetar,Mashkull,Ushqime te thata dhe pije,3,2/10/2021,18:23,Karte krediti,721.35 Lek,7.8
433-75-6987,Durres,Anetar,Femer,Sport dhe udhetime,7,3/5/2021,19:06,Para ne dore,1958.95 Lek,8.9
873-95-4984,Durres,Anetar,Femer,Sport dhe udhetime,7,2/15/2021,20:21,Para ne dore,2691.50 Lek,7.7
416-13-5917,Vlore,Normal,Femer,Shtepia dhe stili i jeteses,5,1/30/2021,16:24,Para ne dore,2425.75 Lek,9.3
150-89-8043,Tirane,Normal,Mashkull,Shendeti dhe bukuria,3,2/14/2021,15:04,Para ne dore,669.75 Lek,6.2
135-84-8019,Tirane,Normal,Femer,Tekstile,9,2/27/2021,16:10,Para ne dore,3506.85 Lek,7.6
441-94-7118,Tirane,Anetar,Mashkull,Ushqime te thata dhe pije,1,2/4/2021,12:14,Para ne dore,359.75 Lek,7.3
725-96-3778,Vlore,Anetar,Femer,BIO-Organic,8,1/20/2021,10:13,Para ne dore,3570.00 Lek,4.7
531-80-1784,Tirane,Normal,Mashkull,Ushqime te thata dhe pije,7,3/28/2021,17:38,Para ne dore,910.70 Lek,5.1
400-45-1220,Durres,Normal,Femer,Sport dhe udhetime,10,2/27/2021,11:06,Karte krediti,675.00 Lek,4.8
860-79-0874,Vlore,Anetar,Femer,Tekstile,10,2/15/2021,14:53,Karte krediti,4965.00 Lek,6.6
834-61-8124,Tirane,Normal,Mashkull,Ushqime te thata dhe pije,7,1/26/2021,18:22,Para ne dore,1809.15 Lek,5.5
115-99-4379,Durres,Anetar,Femer,Tekstile,7,3/14/2021,19:02,Karte krediti,1915.55 Lek,8.5
565-67-6697,Durres,Anetar,Mashkull,BIO-Organic,9,3/2/2021,14:16,Para ne dore,1215.00 Lek,4.8
320-49-6392,Vlore,Normal,Femer,Ushqime te thata dhe pije,1,3/4/2021,15:44,Para ne dore,151.20 Lek,8.4
889-04-9723,Durres,Anetar,Femer,Shtepia dhe stili i jeteses,4,1/7/2021,12:20,Karte krediti,1782.80 Lek,7.8
632-90-0281,Vlore,Normal,Femer,Tekstile,10,3/8/2021,20:01,Karte krediti,1877.50 Lek,9.3
554-42-2417,Vlore,Normal,Femer,Shendeti dhe bukuria,10,1/9/2021,13:45,Para ne dore,4772.00 Lek,5.2
453-63-6187,Durres,Normal,Mashkull,Ushqime te thata dhe pije,3,3/1/2021,15:40,Para ne dore,412.50 Lek,6.5
578-80-7669,Durres,Normal,Mashkull,Shendeti dhe bukuria,1,3/16/2021,16:58,Para ne dore,374.85 Lek,5.6
612-36-5536,Tirane,Anetar,Mashkull,Shtepia dhe stili i jeteses,8,2/17/2021,11:12,Karte krediti,3238.40 Lek,7.4
605-72-4132,Vlore,Normal,Femer,Shtepia dhe stili i jeteses,8,2/27/2021,15:12,Para ne dore,3778.80 Lek,9.1
471-41-2823,Vlore,Normal,Mashkull,Shtepia dhe stili i jeteses,2,3/7/2021,20:37,Para ne dore,997.90 Lek,8
462-67-9126,Tirane,Normal,Mashkull,BIO-Organic,6,1/21/2021,17:44,Para ne dore,2196.60 Lek,7.2
272-27-9238,Vlore,Normal,Femer,Shtepia dhe stili i jeteses,4,2/19/2021,16:23,Para ne dore,824.80 Lek,7.1
834-25-9262,Vlore,Normal,Femer,Tekstile,4,1/6/2021,12:12,Para ne dore,1633.60 Lek,9.1
122-61-9553,Vlore,Normal,Femer,Ushqime te thata dhe pije,9,3/14/2021,19:33,Para ne dore,2309.40 Lek,5.6
468-88-0009,Tirane,Anetar,Mashkull,BIO-Organic,4,3/24/2021,10:29,Para ne dore,1318.80 Lek,6
613-59-9758,Vlore,Normal,Femer,Shendeti dhe bukuria,10,1/27/2021,14:28,Para ne dore,718.00 Lek,5.4
254-31-0042,Tirane,Anetar,Mashkull,Ushqime te thata dhe pije,9,3/6/2021,12:46,Karte krediti,967.50 Lek,7.8
201-86-2184,Durres,Anetar,Femer,Ushqime te thata dhe pije,7,2/2/2021,19:40,Para ne dore,919.10 Lek,9.9
261-12-8671,Durres,Normal,Femer,Tekstile,2,1/25/2021,19:39,Karte krediti,609.60 Lek,4.9
730-70-9830,Vlore,Normal,Femer,BIO-Organic,6,3/14/2021,17:54,Para ne dore,2103.30 Lek,5.2
382-25-8917,Vlore,Normal,Mashkull,Tekstile,6,1/29/2021,12:25,Para ne dore,1262.40 Lek,8.9
422-29-8786,Tirane,Normal,Femer,BIO-Organic,5,1/3/2021,16:47,Karte krediti,1677.25 Lek,9.1
667-23-5919,Tirane,Anetar,Femer,Tekstile,5,1/14/2021,12:52,Para ne dore,2417.50 Lek,7
843-01-4703,Durres,Anetar,Femer,BIO-Organic,9,1/5/2021,19:50,Karte krediti,1592.10 Lek,9.6
743-88-1662,Vlore,Normal,Mashkull,Shendeti dhe bukuria,7,2/22/2021,18:17,Para ne dore,3342.15 Lek,8.7
595-86-2894,Vlore,Anetar,Mashkull,Tekstile,4,2/6/2021,17:20,Para ne dore,1939.60 Lek,9.4
182-69-8360,Durres,Normal,Femer,Ushqime te thata dhe pije,4,1/30/2021,13:32,Karte krediti,473.00 Lek,4
289-15-7034,Tirane,Anetar,Mashkull,Shendeti dhe bukuria,4,1/11/2021,10:37,Karte krediti,1646.60 Lek,7.5
462-78-5240,Vlore,Normal,Femer,Ushqime te thata dhe pije,2,3/19/2021,14:35,Para ne dore,266.10 Lek,4.2
868-52-7573,Durres,Normal,Femer,Shtepia dhe stili i jeteses,5,1/14/2021,12:09,Para ne dore,2492.25 Lek,9.9
153-58-4872,Vlore,Anetar,Femer,Shtepia dhe stili i jeteses,4,3/1/2021,15:32,Para ne dore,1497.80 Lek,4.2
662-72-2873,Tirane,Normal,Femer,Shtepia dhe stili i jeteses,5,1/6/2021,13:58,Para ne dore,1023.50 Lek,9.9
525-88-7307,Durres,Anetar,Mashkull,Shendeti dhe bukuria,1,1/31/2021,13:19,Para ne dore,379.10 Lek,5.8
689-16-9784,Vlore,Normal,Mashkull,Shtepia dhe stili i jeteses,6,3/11/2021,13:37,Para ne dore,1403.10 Lek,6
725-56-0833,Tirane,Normal,Femer,Sport dhe udhetime,10,2/20/2021,16:49,Karte krediti,1616.00 Lek,10
394-41-0748,Vlore,Anetar,Femer,Tekstile,9,1/27/2021,14:55,Para ne dore,2433.15 Lek,9.5
596-42-3999,Durres,Normal,Mashkull,Shtepia dhe stili i jeteses,7,3/10/2021,14:04,Karte krediti,637.70 Lek,6.6
541-89-9860,Vlore,Anetar,Femer,Tekstile,3,2/15/2021,12:31,Para ne dore,1207.20 Lek,8.1
173-82-9529,Durres,Normal,Femer,Tekstile,10,1/26/2021,14:51,Para ne dore,1897.50 Lek,9.7
563-36-9814,Tirane,Anetar,Mashkull,Ushqime te thata dhe pije,1,2/13/2021,18:27,Para ne dore,384.10 Lek,7.2
308-47-4913,Tirane,Anetar,Femer,Shendeti dhe bukuria,10,3/9/2021,12:45,Karte krediti,2613.00 Lek,6.2
885-17-6250,Tirane,Normal,Femer,Sport dhe udhetime,1,3/6/2021,10:36,Para ne dore,398.70 Lek,7.3
726-27-2396,Tirane,Normal,Femer,Sport dhe udhetime,5,1/24/2021,20:36,Para ne dore,1937.50 Lek,4.3
316-01-3952,Tirane,Normal,Femer,Shtepia dhe stili i jeteses,5,3/13/2021,14:16,Para ne dore,1356.75 Lek,4.6
760-54-1821,Durres,Normal,Mashkull,BIO-Organic,9,3/15/2021,10:26,Para ne dore,611.55 Lek,5.8
793-10-3222,Durres,Anetar,Femer,Sport dhe udhetime,6,3/5/2021,13:30,Karte krediti,1231.80 Lek,8.3
346-12-3257,Durres,Anetar,Mashkull,Ushqime te thata dhe pije,9,3/4/2021,16:28,Para ne dore,865.80 Lek,8
110-05-6330,Vlore,Normal,Femer,Shtepia dhe stili i jeteses,6,3/25/2021,20:18,Karte krediti,1182.90 Lek,9.4
651-61-0874,Vlore,Normal,Mashkull,BIO-Organic,4,3/12/2021,20:04,Karte krediti,924.40 Lek,6.2
236-86-3015,Vlore,Anetar,Mashkull,BIO-Organic,1,2/4/2021,13:38,Para ne dore,69.90 Lek,9.8
831-64-0259,Durres,Normal,Femer,Tekstile,5,2/22/2021,10:43,Para ne dore,993.75 Lek,9.6
587-03-7455,Vlore,Anetar,Femer,Tekstile,7,2/16/2021,17:30,Para ne dore,3422.65 Lek,4.9
882-40-4577,Tirane,Anetar,Mashkull,Shendeti dhe bukuria,4,1/19/2021,15:28,Karte krediti,1345.20 Lek,8
732-67-5346,Tirane,Normal,Mashkull,Shtepia dhe stili i jeteses,5,1/11/2021,19:07,Karte krediti,344.75 Lek,7.8
725-32-9708,Durres,Anetar,Femer,Tekstile,4,1/4/2021,19:01,Para ne dore,1374.20 Lek,4.1
256-08-8343,Tirane,Normal,Femer,BIO-Organic,4,3/4/2021,19:48,Para ne dore,1130.60 Lek,5.5
372-26-1506,Vlore,Normal,Femer,Tekstile,5,1/28/2021,19:24,Para ne dore,595.50 Lek,5.4
244-08-0162,Durres,Normal,Femer,Sport dhe udhetime,10,1/2/2021,13:00,Para ne dore,1710.50 Lek,5.1
569-71-4390,Durres,Normal,Mashkull,Shendeti dhe bukuria,2,1/25/2021,14:29,Para ne dore,218.70 Lek,6.9
132-23-6451,Tirane,Anetar,Mashkull,Sport dhe udhetime,5,1/4/2021,13:21,Para ne dore,524.25 Lek,7.8
696-90-2548,Tirane,Normal,Mashkull,Shendeti dhe bukuria,3,3/10/2021,18:55,Para ne dore,387.60 Lek,6.6
472-15-9636,Tirane,Normal,Mashkull,BIO-Organic,8,3/22/2021,19:36,Para ne dore,2037.20 Lek,9.2
268-03-6164,Durres,Normal,Mashkull,Sport dhe udhetime,1,1/25/2021,16:28,Para ne dore,480.55 Lek,7.8
750-57-9686,Vlore,Normal,Femer,BIO-Organic,4,1/8/2021,13:48,Karte krediti,907.60 Lek,8.7
186-09-3669,Vlore,Anetar,Femer,Sport dhe udhetime,1,1/22/2021,10:57,Para ne dore,407.55 Lek,9.2
848-07-1692,Durres,Normal,Femer,Sport dhe udhetime,2,1/12/2021,17:13,Para ne dore,572.20 Lek,8.3
745-71-3520,Tirane,Anetar,Femer,Ushqime te thata dhe pije,7,2/4/2021,10:23,Para ne dore,882.70 Lek,8.2
266-76-6436,Vlore,Anetar,Femer,Shtepia dhe stili i jeteses,3,3/28/2021,13:57,Para ne dore,579.00 Lek,7.5
740-22-2500,Vlore,Normal,Femer,Ushqime te thata dhe pije,3,1/23/2021,13:29,Para ne dore,1260.75 Lek,9.8
271-88-8734,Vlore,Anetar,Femer,Tekstile,10,2/8/2021,13:00,Karte krediti,4860.50 Lek,8.7
301-81-8610,Durres,Anetar,Mashkull,Tekstile,8,3/19/2021,19:42,Karte krediti,1016.80 Lek,6.7
489-64-4354,Vlore,Normal,Mashkull,Tekstile,1,3/9/2021,15:36,Para ne dore,81.40 Lek,5
198-84-7132,Durres,Anetar,Mashkull,Tekstile,9,1/2/2021,13:40,Para ne dore,1827.45 Lek,7
269-10-8440,Tirane,Anetar,Mashkull,Sport dhe udhetime,7,1/21/2021,18:01,Para ne dore,1860.95 Lek,8.9
650-98-6268,Durres,Anetar,Femer,Shtepia dhe stili i jeteses,3,3/20/2021,13:53,Karte krediti,313.05 Lek,8
